Date,Open,High,Low,Close,MA20,MA50,RSI14,TR,ATR14,decision,rule,reason
2025-03-13,2938.25,2989.765,2933.03,2987.325,2916.0927500000003,2823.8511,67.40706022263392,56.73499999999967,40.522214905024505,WAIT,B0,Uptrend above MA20; wait for pullback
2025-03-14,2987.355,3004.945,2978.865,2985.045,2921.087,2830.7868000000003,66.85814175692653,26.080000000000382,39.490628126094215,WAIT,B0,Uptrend above MA20; wait for pullback
2025-03-17,2989.135,3003.66,2982.325,3000.285,2926.138,2838.0707999999995,68.69330411125347,21.335000000000036,38.193797545658924,WAIT,B0,Uptrend above MA20; wait for pullback
2025-03-18,3000.295,3038.205,2999.695,3034.55,2931.1009999999997,2845.7871,72.39451228982,38.50999999999976,38.2163834352547,WAIT,B0,Uptrend above MA20; wait for pullback
2025-03-19,3034.65,3051.98,3023.07,3050.21,2936.9645,2853.5493,73.91248741572271,28.909999999999854,37.55164176130793,WAIT,B0,Uptrend above MA20; wait for pullback
2025-03-20,3050.17,3057.34,3025.85,3045.81,2942.2712500000002,2861.0583,72.70281970638342,31.490000000000236,37.11866734978595,WAIT,B0,Uptrend above MA20; wait for pullback
2025-03-21,3045.75,3047.55,2999.61,3023.84,2946.71725,2867.7227,66.82210033004917,47.940000000000055,37.8916196819441,WAIT,B0,Uptrend above MA20; wait for pullback
2025-03-24,3025.68,3033.34,3002.61,3011.56,2949.6572499999997,2874.6929999999998,63.719644969359244,30.730000000000018,37.380075418948095,WAIT,B0,Uptrend above MA20; wait for pullback
2025-03-25,3011.59,3035.89,3007.73,3021.42,2954.9785,2881.5742,65.11995961148534,28.159999999999854,36.72149860330894,WAIT,B0,Uptrend above MA20; wait for pullback
2025-03-26,3021.38,3032.08,3012.47,3019.32,2960.1255,2888.0301,64.54852376668373,19.610000000000127,35.499248703072595,WAIT,B0,Uptrend above MA20; wait for pullback
2025-03-27,3019.5,3059.38,3017.73,3055.22,2969.0330000000004,2894.8408,69.47922561624164,41.65000000000009,35.93858808142456,WAIT,B0,Uptrend above MA20; wait for pullback
2025-03-28,3055.31,3086.81,3054.33,3085.25,2980.54825,2902.5285000000003,72.8774392337098,32.48000000000002,35.69154607560852,WAIT,B0,Uptrend above MA20; wait for pullback
2025-03-31,3088.82,3127.695,3076.935,3123.275,2992.071,2910.8655,76.45260776714889,50.76000000000022,36.767864213065074,WAIT,B0,Uptrend above MA20; wait for pullback
2025-04-01,3123.28,3149.01,3101.12,3114.36,3001.8895,2918.2564999999995,73.99010745301996,47.89000000000033,37.56230248356045,WAIT,B0,Uptrend above MA20; wait for pullback
2025-04-02,3114.345,3142.425,3105.515,3135.565,3012.70925,2925.8417,75.9725191156985,36.91000000000031,37.51570944902044,WAIT,B0,Uptrend above MA20; wait for pullback
2025-04-03,3138.74,3167.59,3054.25,3114.735,3022.889,2933.0387,70.30398330478809,113.34000000000015,42.931730202661846,WAIT,B0,Uptrend above MA20; wait for pullback
2025-04-04,3115.1,3136.235,3015.985,3036.385,3029.24025,2938.3442999999997,53.98705460211696,120.25,48.454463759614576,WAIT,B0,Uptrend above MA20; wait for pullback
2025-04-07,3015.76,3054.69,2956.88,2983.235,3034.1530000000002,2943.1904000000004,46.16038720590882,97.80999999999995,51.97985920535639,BUY 1 tranche ($500),B,Uptrend dip to/under MA20 (≤1×ATR)
2025-04-08,2981.645,3022.745,2975.025,2982.835,3037.41925,2947.5693,46.106213554659504,47.7199999999998,51.67558354783092,WAIT,B*,Dip >1×ATR below MA20 (stretched)
2025-04-09,2983.205,3099.235,2970.375,3082.94,3044.65825,2954.0357,59.05660685447323,128.86000000000013,57.18875615155729,WAIT,B0,Uptrend above MA20; wait for pullback
2025-04-10,3083.905,3176.405,3071.575,3175.605,3054.07225,2961.6639,66.96904068875017,104.83000000000038,60.5917021407318,WAIT,B0,Uptrend above MA20; wait for pullback
2025-04-11,3175.75,3245.45,3175.75,3230.98,3066.369,2970.2578999999996,70.6226459922876,69.8449999999998,61.252651987822375,WAIT,B0,Uptrend above MA20; wait for pullback
2025-04-14,3228.38,3245.685,3193.835,3210.705,3076.89,2978.172,67.6711916239449,51.84999999999991,60.5810339886922,WAIT,B0,Uptrend above MA20; wait for pullback
2025-04-15,3211.655,3233.405,3210.215,3230.065,3086.66575,2985.9217000000003,69.0032916549924,23.190000000000055,57.910245846642766,WAIT,B0,Uptrend above MA20; wait for pullback
2025-04-16,3230.845,3343.24,3229.935,3343.055,3101.308,2995.4494,75.3795099070591,113.30499999999984,61.86701400045399,WAIT,B0,Uptrend above MA20; wait for pullback
2025-04-17,3343.315,3357.635,3284.345,3327.365,3115.38575,3004.8759999999997,73.12988502882094,73.29000000000042,62.682941571850165,WAIT,B0,Uptrend above MA20; wait for pullback
2025-04-21,3332.605,3430.535,3329.445,3424.405,3135.4139999999998,3016.151,77.58542062567429,103.17000000000007,65.57487431671802,WAIT,B0,Uptrend above MA20; wait for pullback
2025-04-22,3423.945,3499.955,3367.495,3381.16,3153.8940000000002,3025.6133,71.86634611582396,132.46000000000004,70.35238329409532,WAIT,B0,Uptrend above MA20; wait for pullback
2025-04-23,3353.18,3386.35,3261.15,3288.33,3167.2395,3033.4283,61.40296363056081,125.19999999999982,74.27007020165993,WAIT,B0,Uptrend above MA20; wait for pullback
2025-04-24,3289.73,3367.32,3289.73,3349.595,3183.7532499999998,3042.342,65.02243298993535,78.99000000000024,74.60720804439853,WAIT,B0,Uptrend above MA20; wait for pullback
2025-04-25,3351.305,3370.665,3265.425,3304.985,3196.2415,3049.8789,60.56851381648665,105.23999999999978,76.79526461265577,WAIT,B0,Uptrend above MA20; wait for pullback
2025-04-28,3325.35,3352.995,3268.435,3343.885,3209.1732500000003,3059.0534000000002,62.951656121720475,84.55999999999995,77.34988856889464,WAIT,B0,Uptrend above MA20; wait for pullback
2025-04-29,3344.785,3348.575,3300.085,3317.245,3218.8717500000002,3067.413,60.26541919716567,48.48999999999978,75.28846795683073,WAIT,B0,Uptrend above MA20; wait for pullback
2025-04-30,3315.29,3327.845,3267.735,3288.4,3227.5737500000005,3074.4752000000003,57.408898501129286,60.10999999999967,74.20429167419995,WAIT,B0,Uptrend above MA20; wait for pullback
2025-05-01,3287.955,3290.18,3202.78,3238.95,3232.743,3080.5954,52.78938508890676,87.39999999999964,75.14684226889993,WAIT,B0,Uptrend above MA20; wait for pullback
2025-05-02,3240.495,3269.29,3223.13,3233.67,3238.68975,3086.4752999999996,52.3054178058317,46.159999999999854,73.07635353540707,BUY 1 tranche ($500),B,Uptrend dip to/under MA20 (≤1×ATR)
2025-05-05,3241.03,3337.455,3237.935,3333.915,3253.56625,3094.4552000000003,59.83441270656827,103.78499999999985,75.26982828287798,WAIT,B0,Uptrend above MA20; wait for pullback
2025-05-06,3335.865,3434.945,3323.775,3431.765,3275.99275,3104.0353000000005,65.55089305961341,111.17000000000007,77.83412626267243,WAIT,B0,Uptrend above MA20; wait for pullback
2025-05-07,3437.845,3437.935,3360.485,3364.485,3295.0752500000003,3113.0251000000003,59.30134029665298,77.44999999999982,77.80668867248153,WAIT,B0,Uptrend above MA20; wait for pullback
2025-05-08,3364.48,3414.54,3289.18,3305.51,3306.2037499999997,3120.8077000000003,54.404956586713446,125.36000000000013,81.20335376730428,BUY 1 tranche ($500),B,Uptrend dip to/under MA20 (≤1×ATR)
2025-05-09,3306.79,3347.395,3274.845,3328.945,3313.8707499999996,3129.8451999999997,55.9610289526117,72.55000000000018,80.5852570696397,WAIT,B0,Uptrend above MA20; wait for pullback
2025-05-12,3271.86,3311.24,3207.875,3235.915,3314.1175000000003,3137.4646000000002,48.83588038315255,121.07000000000016,83.4770244218083,BUY 1 tranche ($500),B,Uptrend dip to/under MA20 (≤1×ATR)
2025-05-13,3238.655,3265.145,3216.195,3250.225,3316.0935,3144.6127,49.892723033260545,48.94999999999982,81.01080839167912,BUY 1 tranche ($500),B,Uptrend dip to/under MA20 (≤1×ATR)
2025-05-14,3250.22,3257.12,3169.04,3177.53,3313.4667500000005,3149.8035,44.82707702457334,88.07999999999993,81.51575064941632,WAIT,B*,Dip >1×ATR below MA20 (stretched)
2025-05-15,3177.33,3240.67,3121.19,3239.83,3308.3055,3156.2167,49.55413961725723,119.48000000000002,84.22748274588659,BUY 1 tranche ($500),B,Uptrend dip to/under MA20 (≤1×ATR)
2025-05-16,3240.23,3252.16,3154.69,3192.46,3301.56025,3161.8431,46.30552500002277,97.4699999999998,85.1733768354661,WAIT,B*,Dip >1×ATR below MA20 (stretched)
2025-05-19,3210.48,3249.705,3207.105,3229.755,3291.8277500000004,3168.251,49.13292299959737,57.24499999999989,83.17849277578995,BUY 1 tranche ($500),B,Uptrend dip to/under MA20 (≤1×ATR)
2025-05-20,3230.68,3295.755,3204.685,3289.985,3287.2690000000002,3176.3511,53.40053755682842,91.07000000000016,83.74217186323354,WAIT,B0,Uptrend above MA20; wait for pullback
2025-05-21,3290.6,3324.85,3286.11,3315.43,3288.624,3184.3095000000003,55.113844180096514,38.73999999999978,80.5277310158597,WAIT,B0,Uptrend above MA20; wait for pullback
2025-05-22,3315.425,3345.365,3280.575,3294.745,3285.8815000000004,3191.4411999999998,53.39516861459296,64.78999999999996,79.40360737186973,WAIT,B0,Uptrend above MA20; wait for pullback
2025-05-23,3294.75,3365.91,3287.32,3360.91,3288.6777500000003,3198.9129,57.915900138544565,78.58999999999969,79.3454925595933,WAIT,B0,Uptrend above MA20; wait for pullback
2025-05-26,3355.43,3356.62,3324.4,3342.25,3288.596,3206.0569999999993,56.25847568625954,36.50999999999976,76.28581451962233,WAIT,B0,Uptrend above MA20; wait for pullback
2025-05-27,3343.13,3349.785,3286.555,3300.705,3287.7690000000002,3212.0654000000004,52.646091964967496,63.23000000000002,75.35325633964932,WAIT,B0,Uptrend above MA20; wait for pullback
2025-05-28,3301.715,3325.395,3277.105,3287.525,3287.7252500000004,3217.1249,51.515960294092025,48.289999999999964,73.42016660110293,BUY 1 tranche ($500),B,Uptrend dip to/under MA20 (≤1×ATR)
2025-05-29,3287.52,3330.64,3245.72,3317.72,3291.6637499999997,3222.4751,53.954631058791314,84.92000000000007,74.24158327245273,WAIT,B0,Uptrend above MA20; wait for pullback
2025-05-30,3317.725,3322.665,3272.025,3294.895,3294.725,3227.4568,51.832289858685336,50.63999999999987,72.55575589584896,WAIT,B0,Uptrend above MA20; wait for pullback
2025-06-02,3299.42,3382.88,3299.42,3381.62,3297.11025,3234.6124,58.51027223564547,87.98500000000013,73.65784476043119,WAIT,B0,Uptrend above MA20; wait for pullback
2025-06-03,3382.59,3392.18,3333.56,3353.45,3293.1945,3241.4502,55.8039385600972,58.61999999999989,72.58371299182895,WAIT,B0,Uptrend above MA20; wait for pullback
2025-06-04,3353.445,3384.675,3344.095,3372.695,3293.6050000000005,3248.4757,57.258443848754574,40.58000000000038,70.29773349241262,WAIT,B0,Uptrend above MA20; wait for pullback
2025-06-05,3372.7,3402.79,3339.98,3352.82,3295.9705000000004,3255.1457,55.236667505742496,62.809999999999945,69.7628953858117,WAIT,B0,Uptrend above MA20; wait for pullback
2025-06-06,3352.825,3375.625,3311.455,3312.435,3295.1449999999995,3260.29,51.27484038902289,64.17000000000007,69.36340285825374,WAIT,B0,Uptrend above MA20; wait for pullback
2025-06-09,3311.845,3338.185,3293.875,3325.665,3299.6324999999997,3265.0982999999997,52.47736238308515,44.309999999999945,67.57387408266418,WAIT,B0,Uptrend above MA20; wait for pullback
2025-06-10,3326.225,3349.195,3301.975,3323.225,3303.2825,3269.0973,52.22138428768644,47.220000000000255,66.12002593390247,WAIT,B0,Uptrend above MA20; wait for pullback
2025-06-11,3322.245,3360.515,3315.845,3355.075,3312.1597500000003,3273.9116000000004,55.28733820782825,44.67000000000007,64.587881224338,WAIT,B0,Uptrend above MA20; wait for pullback
2025-06-12,3356.525,3398.835,3339.145,3385.88,3319.4622499999996,3278.9179000000004,58.0886422667354,59.690000000000055,64.23803256545673,WAIT,B0,Uptrend above MA20; wait for pullback
2025-06-13,3385.355,3446.72,3380.02,3432.53,3331.4657500000003,3285.2738,61.973955167342005,66.69999999999982,64.41388738220981,WAIT,B0,Uptrend above MA20; wait for pullback
2025-06-16,3452.005,3454.04,3382.99,3385.24,3339.2400000000002,3292.2509000000005,56.27837262859247,71.05000000000018,64.88789542633769,WAIT,B0,Uptrend above MA20; wait for pullback
2025-06-17,3386.13,3403.33,3366.36,3388.63,3344.1722500000005,3300.3588,56.58638626335215,36.9699999999998,62.89376003874214,WAIT,B0,Uptrend above MA20; wait for pullback
2025-06-18,3391.62,3399.86,3362.89,3369.41,3346.87125,3308.0903000000003,54.2527469927501,36.970000000000255,61.042062893117716,WAIT,B0,Uptrend above MA20; wait for pullback
2025-06-19,3369.415,3387.745,3348.005,3370.625,3350.6652499999996,3313.844,54.380825649307134,39.73999999999978,59.52048697218072,WAIT,B0,Uptrend above MA20; wait for pullback
2025-06-20,3370.255,3374.365,3340.535,3365.465,3350.893,3317.6412,53.693298372419264,33.82999999999993,57.685452188453525,WAIT,B0,Uptrend above MA20; wait for pullback
2025-06-23,3396.525,3396.525,3347.705,3368.755,3352.2182500000004,3320.3967000000002,54.09183200507867,48.820000000000164,57.052205603564005,WAIT,B0,Uptrend above MA20; wait for pullback
2025-06-24,3368.4,3369.515,3295.695,3324.035,3353.38475,3322.6633,48.03965538345111,73.81999999999971,58.24990520330941,BUY 1 tranche ($500),B,Uptrend dip to/under MA20 (≤1×ATR)
2025-06-25,3324.635,3337.065,3312.215,3332.295,3355.6232499999996,3324.7079,49.170896772585145,24.84999999999991,55.8641976887873,BUY 1 tranche ($500),B,Uptrend dip to/under MA20 (≤1×ATR)
2025-06-26,3335.045,3350.245,3310.405,3327.905,3356.1324999999997,3324.4049,48.56571999907571,39.83999999999969,54.719612139588186,BUY 1 tranche ($500),B,Uptrend dip to/under MA20 (≤1×ATR)
2025-06-27,3327.8,3327.995,3256.535,3271.135,3354.9445,3323.2803000000004,41.45951967247764,71.46000000000004,55.915354129617604,WAIT,B*,Dip >1×ATR below MA20 (stretched)
2025-06-30,3277.21,3309.45,3248.61,3303.05,3351.0159999999996,3320.8532,46.22340755840679,60.83999999999969,56.267114548930614,BUY 1 tranche ($500),B,Uptrend dip to/under MA20 (≤1×ATR)
2025-07-01,3303.045,3357.845,3302.415,3338.525,3350.2697500000004,3320.0005,50.99694812667262,55.429999999999836,56.20732065257842,BUY 1 tranche ($500),B,Uptrend dip to/under MA20 (≤1×ATR)
2025-07-02,3339.34,3360.055,3327.745,3357.675,3349.51875,3321.3874,53.401585200709256,32.309999999999945,54.50036917739424,WAIT,B0,Uptrend above MA20; wait for pullback
2025-07-03,3358.51,3365.825,3311.905,3326.105,3348.183,3320.9175999999993,49.12207921339708,53.91999999999962,54.45891423615177,BUY 1 tranche ($500),B,Uptrend dip to/under MA20 (≤1×ATR)
2025-07-04,3325.725,3345.095,3323.695,3337.345,3349.4284999999995,3321.5647999999997,50.63878635313202,21.399999999999636,52.097563219283764,BUY 1 tranche ($500),B,Uptrend dip to/under MA20 (≤1×ATR)
2025-07-07,3336.21,3342.525,3297.035,3336.965,3349.9935000000005,3321.4264000000003,50.58388456079116,45.49000000000024,51.62559441790637,BUY 1 tranche ($500),B,Uptrend dip to/under MA20 (≤1×ATR)
2025-07-08,3339.36,3345.715,3287.435,3301.605,3348.9125,3321.1135999999997,45.626694357275944,58.2800000000002,52.100909102341646,BUY 1 tranche ($500),B,Uptrend dip to/under MA20 (≤1×ATR)
2025-07-09,3302.635,3316.885,3282.965,3313.685,3346.843,3321.6193,47.51888890794925,33.92000000000007,50.80227273788868,BUY 1 tranche ($500),B,Uptrend dip to/under MA20 (≤1×ATR)
2025-07-10,3314.645,3330.325,3310.435,3324.045,3343.7512500000003,3323.3212,49.153150608784514,19.889999999999873,48.594253256610905,BUY 1 tranche ($500),B,Uptrend dip to/under MA20 (≤1×ATR)
2025-07-11,3324.495,3359.905,3322.005,3356.445,3339.947,3325.7767000000003,53.97971217965461,37.90000000000009,47.83037802399585,WAIT,B0,Uptrend above MA20; wait for pullback
2025-07-14,3363.19,3374.965,3341.195,3343.505,3337.86025,3325.9685,51.86232755108024,33.76999999999998,46.826065307996146,WAIT,B0,Uptrend above MA20; wait for pullback
2025-07-15,3344.385,3366.315,3320.415,3323.985,3334.6279999999997,3323.8129,48.7554604653769,45.90000000000009,46.75991778599643,BUY 1 tranche ($500),B,Uptrend dip to/under MA20 (≤1×ATR)
2025-07-16,3324.585,3376.785,3319.945,3347.575,3333.53625,3323.4747,52.46180801708952,56.83999999999969,47.479923658425236,WAIT,B0,Uptrend above MA20; wait for pullback
2025-07-17,3348.825,3352.145,3310.035,3339.205,3331.9652499999997,3324.1486,51.05094600149534,42.11000000000013,47.096357682823445,WAIT,B0,Uptrend above MA20; wait for pullback
2025-07-18,3341.755,3361.255,3331.925,3348.295,3331.1067500000004,3324.5356000000006,52.54360012405197,29.329999999999927,45.82733213405034,WAIT,B0,Uptrend above MA20; wait for pullback
2025-07-21,3349.57,3401.145,3343.44,3397.135,3332.52575,3327.76,59.66121033569313,57.70499999999993,46.675736981618165,WAIT,B0,Uptrend above MA20; wait for pullback
2025-07-22,3397.715,3433.415,3383.415,3431.745,3337.91125,3331.3903999999998,63.80415180190121,50.0,46.91318434007401,WAIT,B0,Uptrend above MA20; wait for pullback
2025-07-23,3432.055,3439.025,3382.195,3387.265,3340.6597500000003,3335.5851000000002,55.863407374255445,56.82999999999993,47.621528315783,WAIT,B0,Uptrend above MA20; wait for pullback
2025-07-24,3389.855,3393.475,3351.605,3368.625,3342.6957500000003,3338.1610000000005,52.89260962289594,41.86999999999989,47.21070486465564,WAIT,B0,Uptrend above MA20; wait for pullback
2025-07-25,3368.425,3373.365,3325.555,3337.535,3346.01575,3341.0625,48.28072004488122,47.809999999999945,47.25351166003738,BUY 1 tranche ($500),B,Uptrend dip to/under MA20 (≤1×ATR)
2025-07-28,3316.95,3345.215,3301.985,3314.625,3346.5945,3342.7599,45.156152703060734,43.23000000000002,46.966117970034716,BUY 1 tranche ($500),B,Uptrend dip to/under MA20 (≤1×ATR)
2025-07-29,3314.955,3333.995,3308.405,3326.615,3345.999,3343.4925,47.08618253941619,25.58999999999969,45.4392524007465,BUY 1 tranche ($500),B,Uptrend dip to/under MA20 (≤1×ATR)
2025-07-30,3326.915,3334.075,3268.415,3275.52,3341.8912499999997,3342.6943,40.539018227621625,65.65999999999985,46.88359151497888,BUY 1 tranche ($500),A,MA20<MA50 & Close<=MA50 & RSI<50
2025-07-31,3276.765,3314.685,3274.155,3289.985,3340.08525,3342.5991000000004,42.957180600427314,40.529999999999745,46.42976354962323,BUY 1 tranche ($500),A,MA20<MA50 & Close<=MA50 & RSI<50
2025-08-01,3290.435,3361.275,3281.795,3357.095,3341.0727500000003,3342.5228,52.59043147408482,79.48000000000002,48.790494724650145,WAIT,None,No rule matched
2025-08-04,3366.445,3385.365,3345.125,3373.705,3342.9097500000003,3343.1519,54.632560748495266,40.23999999999978,48.17974510146083,WAIT,None,No rule matched
2025-08-05,3374.525,3390.455,3349.985,3380.895,3346.87425,3344.7557,55.525601450580574,40.4699999999998,47.62904902278505,WAIT,B0,Uptrend above MA20; wait for pullback
2025-08-06,3381.45,3385.395,3358.345,3369.365,3349.6582499999995,3346.3925,53.700079677497286,27.050000000000182,46.15911694972899,WAIT,B0,Uptrend above MA20; wait for pullback
2025-08-07,3370.575,3401.765,3365.345,3397.78,3353.3450000000003,3347.9937,57.415817762450246,36.42000000000007,45.46346573903407,WAIT,B0,Uptrend above MA20; wait for pullback
2025-08-08,3404.015,3407.33,3377.8,3398.505,3355.4480000000003,3350.0659,57.50951602925219,29.529999999999745,44.32536104338877,WAIT,B0,Uptrend above MA20; wait for pullback
2025-08-11,3399.265,3404.625,3341.695,3342.625,3355.404,3349.2860000000005,48.62824858702655,62.929999999999836,45.65426382600385,BUY 1 tranche ($500),B,Uptrend dip to/under MA20 (≤1×ATR)
2025-08-12,3343.3,3358.365,3331.335,3348.205,3356.6150000000002,3349.1811,49.467455185737066,27.029999999999745,44.32395926700356,BUY 1 tranche ($500),B,Uptrend dip to/under MA20 (≤1×ATR)
2025-08-13,3349.155,3370.705,3342.755,3355.995,3357.036,3348.8470999999995,50.67879539910927,27.949999999999818,43.15439074793186,BUY 1 tranche ($500),B,Uptrend dip to/under MA20 (≤1×ATR)
2025-08-14,3357.255,3374.715,3330.025,3335.535,3356.8525,3348.5013999999996,47.46081765499215,44.690000000000055,43.264077123079595,BUY 1 tranche ($500),B,Uptrend dip to/under MA20 (≤1×ATR)
2025-08-15,3336.915,3348.855,3332.435,3339.135,3356.3945,3349.0353999999998,48.08545416689106,16.420000000000073,41.34664304285963,BUY 1 tranche ($500),B,Uptrend dip to/under MA20 (≤1×ATR)
2025-08-18,3337.09,3358.305,3323.815,3332.915,3353.1835,3349.1804,47.04474883801358,34.48999999999978,40.8568828255125,BUY 1 tranche ($500),B,Uptrend dip to/under MA20 (≤1×ATR)
2025-08-19,3333.61,3345.325,3315.085,3315.9,3347.3912499999997,3349.0339000000004,44.22501389549024,30.23999999999978,40.09853405226159,BUY 1 tranche ($500),A,MA20<MA50 & Close<=MA50 & RSI<50
2025-08-20,3316.525,3350.035,3311.625,3348.515,3345.4537499999997,3348.9026999999996,50.36610578078983,38.409999999999854,39.977924477100046,WAIT,None,No rule matched
2025-08-21,3350.565,3352.175,3325.865,3339.075,3343.9762500000006,3347.9665999999997,48.69490383708196,26.3100000000004,39.00164415730722,BUY 1 tranche ($500),A,MA20<MA50 & Close<=MA50 & RSI<50
2025-08-22,3339.185,3378.665,3321.525,3373.235,3345.7612500000005,3346.7807000000003,54.5693875192355,57.13999999999987,40.297241003213834,WAIT,None,No rule matched
2025-08-25,3371.3,3376.175,3359.845,3365.775,3348.31875,3346.3914,53.13844019528997,16.330000000000382,38.585295217270016,WAIT,B0,Uptrend above MA20; wait for pullback
2025-08-26,3365.58,3393.715,3351.395,3393.685,3351.6722500000005,3346.4925,57.616380520660755,42.320000000000164,38.852059844607886,WAIT,B0,Uptrend above MA20; wait for pullback
2025-08-27,3393.35,3398.805,3373.955,3397.475,3357.7699999999995,3347.0538,58.20049338877964,24.84999999999991,37.85191271285017,WAIT,B0,Uptrend above MA20; wait for pullback
2025-08-28,3398.985,3423.005,3384.735,3416.615,3364.1014999999998,3347.9736,61.11501996134739,38.26999999999998,37.881776090503735,WAIT,B0,Uptrend above MA20; wait for pullback
2025-08-29,3417.665,3453.725,3404.545,3452.355,3368.8645000000006,3349.7114,65.8967970941952,49.179999999999836,38.68879208403917,WAIT,B0,Uptrend above MA20; wait for pullback
2025-09-01,3448.08,3489.865,3437.155,3476.665,3374.0125,3351.8695999999995,68.71491931226353,52.70999999999958,39.6903069351792,WAIT,B0,Uptrend above MA20; wait for pullback
2025-09-02,3477.51,3539.935,3470.365,3533.125,3381.624,3356.0513999999994,74.073493568238,69.57000000000016,41.82457072552356,WAIT,B0,Uptrend above MA20; wait for pullback
2025-09-03,3532.43,3578.425,3526.575,3559.605,3391.136,3360.5976,76.13784409784118,51.850000000000364,42.54067281655762,WAIT,B0,Uptrend above MA20; wait for pullback
2025-09-04,3561.375,3563.825,3511.995,3545.955,3398.54475,3364.9586,72.91488359141651,51.82999999999993,43.2041961868035,WAIT,B0,Uptrend above MA20; wait for pullback
2025-09-05,3546.145,3599.985,3540.155,3594.685,3408.3537499999998,3371.4295999999995,76.70584837409669,59.82999999999993,44.39175360203182,WAIT,B0,Uptrend above MA20; wait for pullback
2025-09-08,3584.655,3646.135,3580.235,3636.02,3423.0235000000002,3378.0890000000004,79.34654208676594,65.90000000000009,45.92805691617241,WAIT,B0,Uptrend above MA20; wait for pullback
2025-09-09,3635.63,3673.825,3625.74,3626.01,3436.9137499999997,3383.8387,77.0680561245044,48.085000000000036,46.08212427930296,WAIT,B0,Uptrend above MA20; wait for pullback
2025-09-10,3622.95,3657.445,3621.015,3640.705,3451.14925,3389.4993,78.06391471596481,36.43000000000029,45.392686830781344,WAIT,B0,Uptrend above MA20; wait for pullback
2025-09-11,3642.95,3649.115,3614.315,3634.035,3466.07425,3395.6579,76.44126200545776,34.79999999999973,44.636066342868375,WAIT,B0,Uptrend above MA20; wait for pullback
2025-09-12,3634.215,3656.615,3630.565,3644.185,3481.32675,3401.7947000000004,77.21733862544613,26.049999999999727,43.30849017552062,WAIT,B0,Uptrend above MA20; wait for pullback
2025-09-15,3645.14,3685.505,3626.815,3679.245,3498.64325,3408.6402999999996,79.70439246477997,58.690000000000055,44.40716944869772,WAIT,B0,Uptrend above MA20; wait for pullback
2025-09-16,3680.33,3703.075,3674.955,3689.805,3517.3385000000003,3416.4043,80.39846908170718,28.11999999999989,43.243800202362166,WAIT,B0,Uptrend above MA20; wait for pullback
2025-09-17,3689.505,3707.235,3646.255,3659.65,3532.89525,3423.3235999999997,72.74770592397012,60.98000000000002,44.51067161647916,WAIT,B0,Uptrend above MA20; wait for pullback
2025-09-18,3659.69,3672.975,3628.345,3644.475,3548.1652500000005,3429.7322,69.17998017920297,44.63000000000011,44.51919507244494,WAIT,B0,Uptrend above MA20; wait for pullback
2025-09-19,3643.755,3685.205,3632.955,3684.445,3563.72575,3436.2922,72.94380203298913,52.25,45.071395424413154,WAIT,B0,Uptrend above MA20; wait for pullback
2025-09-22,3687.4,3748.825,3683.815,3746.5,3582.762,3444.3521,77.5315238833767,65.00999999999976,46.495581465526485,WAIT,B0,Uptrend above MA20; wait for pullback
2025-09-23,3745.805,3790.985,3737.375,3764.68,3601.31175,3453.1659999999997,78.67248875416884,53.61000000000013,47.00375421798889,WAIT,B0,Uptrend above MA20; wait for pullback
2025-09-24,3765.895,3779.195,3717.485,3736.135,3618.2447500000003,3460.9372,72.45140143359646,61.710000000000036,48.054200345275405,WAIT,B0,Uptrend above MA20; wait for pullback
2025-09-25,3736.805,3761.515,3722.595,3749.375,3634.8827499999998,3469.1406,73.4981960171746,38.92000000000007,47.40175746347003,WAIT,B0,Uptrend above MA20; wait for pullback
2025-09-26,3751.29,3783.695,3734.855,3766.715,3650.60075,3477.5089999999996,74.84625943919256,48.840000000000146,47.50448907322218,WAIT,B0,Uptrend above MA20; wait for pullback
2025-09-29,3757.415,3834.225,3757.05,3833.46,3668.4404999999997,3486.2355,79.22650772076693,77.17499999999973,49.62381128227772,WAIT,B0,Uptrend above MA20; wait for pullback
2025-09-30,3833.345,3871.785,3793.385,3858.72,3684.72025,3494.775,80.60316641732454,78.39999999999964,51.67925333354357,WAIT,B0,Uptrend above MA20; wait for pullback
2025-10-01,3858.98,3895.345,3853.565,3865.745,3700.02725,3504.3445999999994,80.98066025954043,41.779999999999745,50.972163809719014,WAIT,B0,Uptrend above MA20; wait for pullback
2025-10-02,3868.085,3896.575,3820.165,3856.605,3715.5597499999994,3514.1041999999998,78.83104437456474,76.40999999999985,52.78915210902478,WAIT,B0,Uptrend above MA20; wait for pullback
2025-10-03,3856.285,3891.405,3838.235,3885.925,3730.12175,3525.072,80.60922986082602,53.17000000000007,52.81635552980873,WAIT,B0,Uptrend above MA20; wait for pullback
2025-10-06,3888.295,3969.835,3884.405,3960.055,3746.3235,3537.9806,84.21864364659848,85.42999999999984,55.145901563393814,WAIT,B0,Uptrend above MA20; wait for pullback
2025-10-07,3958.905,3990.975,3941.025,3984.845,3764.2652499999995,3551.1452000000004,85.21010098843556,49.94999999999982,54.7747657374371,WAIT,B0,Uptrend above MA20; wait for pullback
2025-10-08,3984.985,4059.075,3983.405,4041.01,3784.2805,3566.455,87.17586628584307,75.66999999999962,56.267282470477284,WAIT,B0,Uptrend above MA20; wait for pullback
